Year,Rank,Name,Birthland,Standingland,Birthyear,Sex,Sire,Dam,Wins,Races,WinPercent,1st,2nd,3rd,WinDistance,Link
2014,47,Blonde Razor ,IE,UK,2011,m,Kinloch Brae *,Swift Eva,13,31,41%,13,5,4,554 m,http://www.greyhound-data.com/d?i=1930445
2014,50,Borna Karma ,IU,UK,2011,f,Flying Stanley *,Borna Moon,13,34,38%,13,5,4,400 m,http://www.greyhound-data.com/d?i=1907714
2014,51,Hello Navigator ,IE,IE,2011,m,Hometown Boy *,Shesthenavigator,13,35,37%,13,5,5,380 m,http://www.greyhound-data.com/d?i=1890433
2014,52,Way Maker ,IE,IE,2011,m,Droopys Vieri,Modern Mistress,13,35,37%,13,9,4,429 m,http://www.greyhound-data.com/d?i=1933566
2014,54,Lord Wonder ,IE,IE,2011,m,Skywalker Ace,Forest Holly,13,37,35%,13,7,6,480 m,http://www.greyhound-data.com/d?i=1965668
2014,55,Rhoden Cavalier ,IU,UK,2011,m,Droopys Maldini,Rhoden Rose,13,37,35%,13,5,8,472 m,http://www.greyhound-data.com/d?i=1958164
2014,58,Data Romeo ,IU,UK,2011,m,Rumble Impact *,Shades of Snow,13,40,32%,13,8,5,490 m,http://www.greyhound-data.com/d?i=1972409
2014,61,Late Starter ,IE,IE,2011,m,Wise Thought,Glenamaddy Gift,13,44,29%,13,19,4,452 m,http://www.greyhound-data.com/d?i=1924641
2014,63,Knock Rocket ,IE,IE,2011,m,College Causeway,Knock Molly,13,47,27%,13,7,11,416 m,http://www.greyhound-data.com/d?i=1938661
2014,65,Opus Star ,IE,UK,2011,m,Ballymac Maeve,Vatpack Holly,13,47,27%,13,7,10,271 m,http://www.greyhound-data.com/d?i=1956131
2014,70,Flat Out Fagan ,IE,IE,2011,m,Hometown Boy *,Castlehill Molly,13,56,23%,13,7,9,506 m,http://www.greyhound-data.com/d?i=1934128
2014,71,Mash Mad Rumble ,IE,UK,2011,m,Rumble Impact *,Shades of Snow,13,56,23%,13,9,13,312 m,http://www.greyhound-data.com/d?i=1945522
2014,72,Genesis Artemis ,IU,UK,2011,f,Blackstone Gene,Genesis Dream,13,57,22%,13,3,17,480 m,http://www.greyhound-data.com/d?i=1961352
2014,73,Droopys Slasher ,IU,UK,2011,f,Ace Hi Rumble *,Droopys Sporty,13,59,22%,13,7,9,534 m,http://www.greyhound-data.com/d?i=1965878
2014,79,Ashbourne Rail ,IU,UK,2011,m,Ballymac Maeve,Fairy Tail,12,32,37%,12,8,7,496 m,http://www.greyhound-data.com/d?i=1924911
2014,81,Jet Stream Duke ,IE,UK,2011,m,Westmead Hawk,Little Flutter,12,33,36%,12,8,4,512 m,http://www.greyhound-data.com/d?i=1938775
2014,89,Aayamzamodel ,IU,UK,2011,f,Westmead Hawk,Wee Amy,12,38,31%,12,12,7,588 m,http://www.greyhound-data.com/d?i=1996707
2014,93,Pennys Snickers ,IE,IE,2011,f,Daves Mentor *,Pennys Jupiter,12,44,27%,12,6,5,470 m,http://www.greyhound-data.com/d?i=1984438
2014,95,Proud Darkie ,IU,UK,2011,m,Hondo Black *,Proud Pegs Joy,12,50,24%,12,8,8,470 m,http://www.greyhound-data.com/d?i=1927745
2014,96,Reculver Ozzie ,IU,UK,2011,m,Farley Turbo,Lemon Bolt,12,52,23%,12,10,9,481 m,http://www.greyhound-data.com/d?i=2008099
2014,97,Oi Oi Shamrock ,IU,UK,2011,m,Droopys Vieri,Aero Miracle,12,53,22%,12,8,8,480 m,http://www.greyhound-data.com/d?i=1964241
2014,100,Bonville Turbo ,IU,UK,2011,m,Westmead Hawk,Bantiss Annie,12,61,19%,12,14,11,443 m,http://www.greyhound-data.com/d?i=1947016
2014,3,Toolatetosell ,IE,UK,2012,m,Hondo Black *,Cornamaddy Daisy,17,40,42%,17,7,6,490 m,http://www.greyhound-data.com/d?i=2008328
2014,6,Dods Cupid ,IU,UK,2012,f,Dods Delight,Best Mover,16,46,34%,16,7,10,337 m,http://www.greyhound-data.com/d?i=2021555
2014,8,Parkgariff Roman ,IU,UK,2012,m,Droopys Scolari,Texas Razzle,16,48,33%,16,7,9,410 m,http://www.greyhound-data.com/d?i=2020127
2014,10,Roxholme Dream ,IE,UK,2012,f,Timor Blue,Lemon Blossom,15,26,57%,15,3,4,580 m,http://www.greyhound-data.com/d?i=2072101
2014,12,Moss Lane Sue ,IU,UK,2012,f,Westmead Hawk,Zulu Nikita,15,34,44%,15,8,4,637 m,http://www.greyhound-data.com/d?i=1994893
2014,13,Cathys Sky ,IU,UK,2012,f,Kinloch Brae *,Breeze Hill Juli,15,35,42%,15,5,3,478 m,http://www.greyhound-data.com/d?i=2023008
2014,15,United Leeds ,IU,UK,2012,m,Head Bound,Questhouse Lucy,15,36,41%,15,6,8,280 m,http://www.greyhound-data.com/d?i=1999906
2014,17,Ballymac Turbo ,IU,UK,2012,m,Droopys Scolari,Polar Floss,15,43,34%,15,8,6,480 m,http://www.greyhound-data.com/d?i=1989403
2014,19,Dash On Black ,IU,UK,2012,f,Hondo Black *,Dash On Lucy,15,47,31%,15,11,9,488 m,http://www.greyhound-data.com/d?i=1969784
2014,21,Kibet ,IU,UK,2012,m,College Causeway,Greenwell Club,15,56,26%,15,12,13,500 m,http://www.greyhound-data.com/d?i=1985398
2014,23,Millwards Teddy ,IE,UK,2012,m,Westmead Hawk,Droopys Solange,14,29,48%,14,9,3,589 m,http://www.greyhound-data.com/d?i=2034333
2014,26,Boozed Miranda ,IU,UK,2012,f,Vans Escalade *,Boozed Queen,14,31,45%,14,2,5,466 m,http://www.greyhound-data.com/d?i=2010142
2014,27,King Dec ,IU,UK,2012,m,Eden Brett,Pretty Fantasy,14,31,45%,14,6,7,483 m,http://www.greyhound-data.com/d?i=1972526
2014,35,Swift Annette ,IE,UK,2012,f,Makeshift,Swift Passion,14,42,33%,14,6,6,480 m,http://www.greyhound-data.com/d?i=1969217
2014,36,Benkaat Boomer ,IU,UK,2012,m,Vans Escalade *,Swift Sandy,14,43,32%,14,5,9,428 m,http://www.greyhound-data.com/d?i=1983558
2014,40,Newtown Skipdots ,IU,UK,2012,m,Head Bound,Copeland Tip,14,49,28%,14,8,9,515 m,http://www.greyhound-data.com/d?i=2012558
2014,45,Cashen Maureen ,IE,UK,2012,f,Cashen Legend,Leigh Fantastic,13,25,52%,13,5,2,476 m,http://www.greyhound-data.com/d?i=1973653
2014,48,Cheers Tony ,IU,UK,2012,m,Blackstone Gene,Droopys Kee,13,32,40%,13,6,7,343 m,http://www.greyhound-data.com/d?i=1995379
2014,49,Swift Vanessa ,IE,IE,2012,f,Vans Escalade *,Swift Bluebay,13,32,40%,13,3,8,600 m,http://www.greyhound-data.com/d?i=1939226
2014,53,Slaneyside Glen ,IU,UK,2012,m,Lenson Bolt,Cahir Girl,13,37,35%,13,8,2,279 m,http://www.greyhound-data.com/d?i=2026233
2014,56,Bend In Front ,IU,UK,2012,m,Duke Special,Belesker Kate,13,39,33%,13,3,5,450 m,http://www.greyhound-data.com/d?i=2021646
2014,57,What Will Be ,IU,UK,2012,f,Westmead Hawk,Greenwell Susie,13,40,32%,13,7,4,450 m,http://www.greyhound-data.com/d?i=2015864
2014,59,Woodmancote Teej ,IU,UK,2012,m,Moral Duty,Movealong Spice,13,42,30%,13,5,6,511 m,http://www.greyhound-data.com/d?i=2004278
2014,62,Fawkham Jacq ,IU,UK,2012,f,Swords Prince,Vito Rocket,13,46,28%,13,9,8,380 m,http://www.greyhound-data.com/d?i=1985120
2014,64,Dods Charity ,IU,UK,2012,f,Dods Delight,Best Mover,13,47,27%,13,11,11,415 m,http://www.greyhound-data.com/d?i=2018038
2014,67,Galtee Mark ,IU,UK,2012,m,Aero Ardiles,Sue Lee,13,48,27%,13,12,4,392 m,http://www.greyhound-data.com/d?i=2037122
2014,75,Westmead Alexis ,UK,UK,2012,m,Droopys Scolari,Westmead Sula,12,25,48%,12,0,4,424 m,http://www.greyhound-data.com/d?i=1999920
2014,76,Calzaghe George ,IE,UK,2012,m,Cashen Legend,Emmerdale Baby,12,27,44%,12,4,6,436 m,http://www.greyhound-data.com/d?i=2029443
2014,77,On Line ,IE,IE,2012,f,Tyrur Big Mike,Droopys Paula,12,30,40%,12,3,3,425 m,http://www.greyhound-data.com/d?i=2036496
2014,78,Do It for Twiggy ,IU,UK,2012,m,Droopys Scolari,Rackethall Holly,12,32,37%,12,5,4,474 m,http://www.greyhound-data.com/d?i=2036099
2014,80,Holdem Hawk ,IE,UK,2012,m,Westmead Hawk,Lady Deise,12,32,37%,12,2,10,669 m,http://www.greyhound-data.com/d?i=1984772
2014,82,Ballydorgan Rose ,IE,IE,2012,f,Goldmine Ramble,Rising Primrose,12,33,36%,12,3,5,512 m,http://www.greyhound-data.com/d?i=1996724
2014,85,Eden Rex ,IE,IE,2012,m,Kinloch Brae *,Tyford Jane,12,35,34%,12,6,6,450 m,http://www.greyhound-data.com/d?i=1992314
2014,86,Heavens Diva ,IE,IE,2012,f,Tubbertelly Dubh,Pads Blue Angel,12,36,33%,12,1,5,505 m,http://www.greyhound-data.com/d?i=1961297
2014,87,Blackrose Swift ,IU,UK,2012,f,Kinloch Brae *,Loughnatousa Una,12,36,33%,12,9,6,375 m,http://www.greyhound-data.com/d?i=1969426
2014,88,Tornaroy Tough ,IE,IE,2012,f,Tyrur Big Mike,Memphis Belle,12,36,33%,12,7,5,268 m,http://www.greyhound-data.com/d?i=1986521
2014,90,Dynamic Girl ,IU,UK,2012,f,Eden Brett,Serrano,12,41,29%,12,3,6,480 m,http://www.greyhound-data.com/d?i=2013947
2014,91,My Fat Friend ,IU,UK,2012,f,Drumcrow Snowy,Springwell Vicky,12,41,29%,12,5,8,480 m,http://www.greyhound-data.com/d?i=2011059
2014,94,Lucozade Danni ,IE,IE,2012,f,Makeshift,Silver Niamh,12,46,26%,12,6,2,367 m,http://www.greyhound-data.com/d?i=2005061
2014,37,Swift Junior ,IE,,2011,m,Vans Escalade *,Clodeen Jamella,14,47,29%,14,9,8,480 m,http://www.greyhound-data.com/d?i=1877115
2014,98,Swift Fiona ,IE,,2011,f,Vans Escalade *,Clodeen Jamella,12,54,22%,12,7,12,400 m,http://www.greyhound-data.com/d?i=1877116
2014,99,Jobdonejen ,IE,,2012,f,Droopys Noel,Baltylum Beauty,12,56,21%,12,12,10,480 m,http://www.greyhound-data.com/d?i=1977055
2015,57,Hopalong Aoifa ,IE,UK,2010,f,Blackstone Gene,Westmead Aoifa,13,41,31%,13,5,5,500 m,http://www.greyhound-data.com/d?i=1817878
2015,61,Not Long Ago ,IE,UK,2010,f,College Causeway,Give Some More,13,44,29%,13,8,12,500 m,http://www.greyhound-data.com/d?i=1873372
2015,70,Sarahs Hawk ,IU,UK,2010,m,Westmead Hawk,Wicked Marita,13,50,26%,13,5,12,480 m,http://www.greyhound-data.com/d?i=1887213
2015,95,Tynwald Request ,IE,IE,2010,m,Ballymac Maeve,Ahavoher Rachel,12,46,26%,12,7,10,500 m,http://www.greyhound-data.com/d?i=1920680
2015,1,Cape Impact ,IE,UK,2011,m,Royal Impact *,Fairest Fancy,21,45,46%,21,11,5,300 m,http://www.greyhound-data.com/d?i=1914036
2015,15,After Milo ,IE,IE,2011,m,Westmead Hawk,Little Impulse,15,37,40%,15,5,5,531 m,http://www.greyhound-data.com/d?i=1947342
2015,16,Mays Teejay ,IE,UK,2011,m,Last Bid,Tallys Princess,15,37,40%,15,9,7,307 m,http://www.greyhound-data.com/d?i=1935820
2015,22,Adageo Bob ,UK,UK,2011,m,Hondo Black *,Blonde Pearl,14,24,58%,14,3,4,561 m,http://www.greyhound-data.com/d?i=1948886
2015,32,Droopys Thunder ,IE,IE,2011,m,Tubbertelly Dubh,Droopys Force,14,53,26%,14,14,10,509 m,http://www.greyhound-data.com/d?i=1986031
2015,60,Emporio Leo ,IU,UK,2011,m,Kinloch Brae *,Ullid May,13,43,30%,13,4,6,413 m,http://www.greyhound-data.com/d?i=1959576
2015,74,Mash Mad Rumble ,IE,UK,2011,m,Rumble Impact *,Shades of Snow,13,56,23%,13,10,10,305 m,http://www.greyhound-data.com/d?i=1945522
2015,77,Clonavaddy Rose ,IE,IE,2011,f,Hondo Black *,Liaise With Lisa,13,71,18%,13,18,11,515 m,http://www.greyhound-data.com/d?i=1875426
2015,88,Gurtnacrehy Rock ,IE,IE,2011,m,Killahan Phanter,Gurtnacrehy Baby,12,40,30%,12,8,6,268 m,http://www.greyhound-data.com/d?i=1974603
2015,93,Golf Walk ,IE,IE,2011,m,Sheepwalk Mac,Golf Crazy,12,46,26%,12,11,6,515 m,http://www.greyhound-data.com/d?i=1973553
2015,3,Jet Stream Jack ,IE,UK,2012,m,Kinloch Brae *,Gogetemaura,18,39,46%,18,9,5,496 m,http://www.greyhound-data.com/d?i=2033278
2015,4,Westmead Lola ,UK,UK,2012,f,Where's Pedro,Westmead Ourora,17,28,60%,17,4,1,538 m,http://www.greyhound-data.com/d?i=1993093
2015,5,Fivestar Clipper ,IE,IE,2012,m,Hondo Black *,Lively Clipper,17,35,48%,17,9,5,568 m,http://www.greyhound-data.com/d?i=2011850
2015,6,Domino Storm ,IE,UK,2012,f,Makeshift,Swift Erin,17,36,47%,17,8,6,485 m,http://www.greyhound-data.com/d?i=1994673
2015,8,Russanda Brax ,IU,UK,2012,m,Black Shaw,Ballymac Floss,16,39,41%,16,15,5,507 m,http://www.greyhound-data.com/d?i=2029942
2015,10,Ballymac Hawkeye ,IE,UK,2012,m,Westmead Hawk,Ballymac Penske,16,53,30%,16,6,10,500 m,http://www.greyhound-data.com/d?i=2008333
2015,11,Walshes Hill ,IE,UK,2012,m,Zero Ten,Incredible Lulu,15,20,75%,15,2,1,279 m,http://www.greyhound-data.com/d?i=2047161
2015,12,Biddys Fire ,IE,UK,2012,f,Droopys Scolari,Longford Lady,15,26,57%,15,7,3,481 m,http://www.greyhound-data.com/d?i=2040253
2015,14,Kilcrea Rodge ,IE,IE,2012,m,Droopys Scolari,Fairhill Lady,15,36,41%,15,4,5,273 m,http://www.greyhound-data.com/d?i=1987105
2015,19,Soarin Sid ,IE,IE,2012,m,Droopys Scolari,Marwood Review,15,40,37%,15,9,9,388 m,http://www.greyhound-data.com/d?i=2011000
2015,21,Missy Franklin ,UK,UK,2012,f,Head Bound,Quare Deal,15,54,27%,15,9,9,493 m,http://www.greyhound-data.com/d?i=2013266
2015,24,Evanta Fantasy ,IE,UK,2012,f,Vans Escalade *,Zaras Fantasy,14,32,43%,14,4,7,402 m,http://www.greyhound-data.com/d?i=2043080
2015,27,Haydeezhero ,IU,UK,2012,m,Vans Escalade *,Highview Wilma,14,39,35%,14,8,3,379 m,http://www.greyhound-data.com/d?i=2067141
2015,28,Urban Road ,IE,IE,2012,m,Westmead Hawk,Tullig Paula,14,47,29%,14,12,11,499 m,http://www.greyhound-data.com/d?i=1988024
2015,30,Barracuda Rio ,IU,UK,2012,m,Flying Stanley *,Hoodie,14,49,28%,14,5,9,495 m,http://www.greyhound-data.com/d?i=2047123
2015,34,Blackthorn Brae ,IE,IE,2012,m,Kinloch Brae *,Rafa Baby,14,56,25%,14,9,12,400 m,http://www.greyhound-data.com/d?i=2038046
2015,38,Alma Valentine ,IU,UK,2012,f,Head Bound,Droopys Alma,13,28,46%,13,1,7,500 m,http://www.greyhound-data.com/d?i=2072094
2015,40,Droopys Alessio ,IE,UK,2012,m,Broadstrand Lad,Droopys Quinta,13,31,41%,13,6,6,419 m,http://www.greyhound-data.com/d?i=2066372
2015,41,Whitemount Rocky ,IE,IE,2012,m,Westmead Grant,Manic Premier,13,33,39%,13,11,0,450 m,http://www.greyhound-data.com/d?i=2040241
2015,42,Vanayamzaman ,IE,UK,2012,m,Slip the Lark,Aglish Ciara,13,33,39%,13,8,2,286 m,http://www.greyhound-data.com/d?i=2093737
2015,43,Coyote Sea ,IE,IE,2012,m,Rustys Coyote,All At Sea,13,34,38%,13,9,7,490 m,http://www.greyhound-data.com/d?i=2090147
2015,44,Seiskin Raptor ,IE,IE,2012,m,Premier Fantasy,Memphis Peach,13,34,38%,13,8,6,451 m,http://www.greyhound-data.com/d?i=2053880
2015,45,Bubbly Time ,IE,IE,2012,f,Hondo Black *,Spending Spree,13,34,38%,13,8,4,765 m,http://www.greyhound-data.com/d?i=2064078
2015,46,Black Francis ,IU,UK,2012,m,Head Bound,Garryglass Maggs,13,34,38%,13,7,4,672 m,http://www.greyhound-data.com/d?i=2030630
2015,48,Marys Magic ,UK,UK,2012,f,Kinloch Brae *,Karma Peaches,13,35,37%,13,3,1,553 m,http://www.greyhound-data.com/d?i=1991628
2015,49,Ballymac Chas ,IE,UK,2012,f,Cashen Legend,Ballymac Holly,13,36,36%,13,12,5,440 m,http://www.greyhound-data.com/d?i=2015914
2015,50,Black Limo ,IE,IE,2012,m,Hondo Black *,Cavansheath Lass,13,36,36%,13,5,6,500 m,http://www.greyhound-data.com/d?i=2014136
2015,51,Bolshoi Booze ,UK,UK,2012,m,Kinloch Brae *,Breeze Hill Juli,13,37,35%,13,7,5,386 m,http://www.greyhound-data.com/d?i=1933660
2015,52,Whileyouwait ,IU,UK,2012,m,Swords Prince,Forest Peg,13,38,34%,13,8,3,283 m,http://www.greyhound-data.com/d?i=2036091
2015,56,Mill Mon Amie ,UK,UK,2012,f,Kinloch Brae *,Big Ronda,13,41,31%,13,10,7,553 m,http://www.greyhound-data.com/d?i=2080943
2015,58,Killuran Jenny ,IE,IE,2012,f,Slip the Lark,Killonaghan Gal,13,41,31%,13,3,2,483 m,http://www.greyhound-data.com/d?i=2053989
2015,62,Sportsman Sam ,IE,IE,2012,m,Cashen Legend,Sportsmans Queen,13,44,29%,13,7,6,494 m,http://www.greyhound-data.com/d?i=2048268
2015,64,Sleepy Feed ,IE,IE,2012,m,Droopys Maldini,Fridays Pearl,13,47,27%,13,10,6,466 m,http://www.greyhound-data.com/d?i=2036763
2015,65,Tyrur Celena ,IE,UK,2012,f,Tyrur Ted,Tyrur Irena,13,49,26%,13,7,13,515 m,http://www.greyhound-data.com/d?i=2036238
2015,67,Kilpatrick Ted ,IE,UK,2012,m,Westmead Hawk,Kilpatrick Rizz,13,49,26%,13,2,13,507 m,http://www.greyhound-data.com/d?i=2058499
2015,69,Dudleys Delight ,UK,UK,2012,f,Hondo Black *,Millbank Sally,13,50,26%,13,6,9,400 m,http://www.greyhound-data.com/d?i=2044299
2015,72,Dods Wizard ,IU,UK,2012,m,Dods Delight,Best Mover,13,51,25%,13,14,7,278 m,http://www.greyhound-data.com/d?i=2017302
2015,78,Millwards Teddy ,IE,UK,2012,m,Westmead Hawk,Droopys Solange,12,19,63%,12,3,1,666 m,http://www.greyhound-data.com/d?i=2034333
2015,79,Handy Henry ,IE,IE,2012,m,Makeshift,Stunning Tina,12,25,48%,12,4,1,380 m,http://www.greyhound-data.com/d?i=2028543
2015,81,Supreme Turbo ,IE,IE,2012,m,Broadacres Turbo,Expert Flash,12,33,36%,12,5,4,504 m,http://www.greyhound-data.com/d?i=2008594
2015,82,Aero Babooshka ,IE,IE,2012,f,Head Bound,Julies Newbie,12,34,35%,12,6,10,395 m,http://www.greyhound-data.com/d?i=2022069
2015,83,Fearsome Code ,IE,IE,2012,m,Droopys Scolari,Hesley Hawaii,12,35,34%,12,9,3,513 m,http://www.greyhound-data.com/d?i=2085359
2015,85,Emmas Memory ,IE,UK,2012,f,Yeah Man,Park Halo,12,38,31%,12,2,3,400 m,http://www.greyhound-data.com/d?i=1975460
2015,86,Sallybog Wish ,IE,IE,2012,f,Lenson Bolt,Arabian Top,12,39,30%,12,6,5,280 m,http://www.greyhound-data.com/d?i=2044633
2015,87,Newlawn Cross ,IE,IE,2012,f,Black Shaw,Ms Crossfire,12,40,30%,12,7,6,429 m,http://www.greyhound-data.com/d?i=2058672
2015,89,Lazy Brogie ,IE,UK,2012,m,Eden Brett,Lazy Susan,12,41,29%,12,3,10,268 m,http://www.greyhound-data.com/d?i=2044474
2015,90,Beckjay Scooby ,IU,UK,2012,m,Ace Hi Rumble *,Tyrur Audrey,12,41,29%,12,14,6,496 m,http://www.greyhound-data.com/d?i=2057485
2015,96,Pewsey Carnival ,IU,UK,2012,m,Head Bound,Questhouse Lucy,12,47,25%,12,4,10,451 m,http://www.greyhound-data.com/d?i=2023011
2015,98,Hollyhill Gene ,IE,IE,2012,f,Blackstone Gene,Ya Girl,12,53,22%,12,7,10,515 m,http://www.greyhound-data.com/d?i=2043880
2015,99,Millwards Flash ,UK,UK,2012,f,Broadacres Turbo,Expert Flash,12,61,19%,12,8,10,589 m,http://www.greyhound-data.com/d?i=2058898
2015,100,Young Topaz ,UK,UK,2012,m,Hades Rocket *,Aero Topaz,12,63,19%,12,8,14,400 m,http://www.greyhound-data.com/d?i=1931562
2015,2,Ballydoyle Honey ,IE,IE,2013,f,Brett Lee,Kildallon Maid,18,28,64%,18,6,2,487 m,http://www.greyhound-data.com/d?i=2048526
2015,7,Highview Moon ,IE,IE,2013,f,Iso Octane,Highview Idol,16,38,42%,16,7,3,435 m,http://www.greyhound-data.com/d?i=2099905
2015,9,Jimmys Nap ,IU,UK,2013,m,Jesters Nap,Leaha Pearl,16,53,30%,16,7,14,304 m,http://www.greyhound-data.com/d?i=2089586
2015,13,Rural Hawaii ,IE,IE,2013,m,Head Bound,Duck Fat,15,26,57%,15,4,3,487 m,http://www.greyhound-data.com/d?i=2112981
2015,17,Swift Whirlwind ,IE,IE,2013,m,Kinloch Brae *,Swift Alicia,15,39,38%,15,9,3,519 m,http://www.greyhound-data.com/d?i=2068965
2015,18,Ballymac Bart ,IE,UK,2013,m,Ballymac Vic,Ballymac Linda,15,39,38%,15,7,5,498 m,http://www.greyhound-data.com/d?i=2058892
2015,20,Geneva Des ,IU,UK,2013,m,Sparta Maestro,Geneva Kerri,15,44,34%,15,11,4,285 m,http://www.greyhound-data.com/d?i=2106533
2015,25,Troilus ,UK,UK,2013,m,Kinloch Brae *,Ring Ouzel,14,34,41%,14,7,3,467 m,http://www.greyhound-data.com/d?i=2130262
2015,26,Colliery Jazz ,UK,UK,2013,m,Hondo Black *,Colliery Lass,14,35,40%,14,14,5,290 m,http://www.greyhound-data.com/d?i=2051797
2015,29,Mary Lou ,IU,UK,2013,f,Midian Beo,Daisys Cascade,14,48,29%,14,10,4,480 m,http://www.greyhound-data.com/d?i=2100234
2015,31,Our Black Dream ,IU,UK,2013,f,Ace Hi Rumble *,Coolykereen One,14,52,26%,14,7,9,450 m,http://www.greyhound-data.com/d?i=2070736
2015,35,Moonvoy Sally ,IE,IE,2013,f,Scolari Me Daddy,Mrs De,14,57,24%,14,13,10,480 m,http://www.greyhound-data.com/d?i=2093727
2015,36,Clondoty Alex ,IE,UK,2013,m,Razldazl Jayfkay,Castlehill Alex,13,24,54%,13,3,3,434 m,http://www.greyhound-data.com/d?i=2105466
2015,37,Hather Slippy ,IE,IE,2013,m,Slip the Lark,Hather Heather,13,25,52%,13,9,2,320 m,http://www.greyhound-data.com/d?i=2097898
2015,39,Southfield Jock ,IU,UK,2013,m,Droopys Scolari,Lady Anastasia,13,28,46%,13,7,2,462 m,http://www.greyhound-data.com/d?i=2102144
2015,47,Ballycowen Tom ,UK,UK,2013,m,Royal Impact *,Ballycowen Sal,13,35,37%,13,7,4,498 m,http://www.greyhound-data.com/d?i=2116156
2015,53,Cyclers Lee ,IE,IE,2013,m,Leeview Jet,Cyclers Jet,13,40,32%,13,9,5,380 m,http://www.greyhound-data.com/d?i=2100109
2015,54,To Tone Sandy ,IE,UK,2013,m,Blackstone Gene,Derrane On Air,13,40,32%,13,8,4,400 m,http://www.greyhound-data.com/d?i=2081647
2015,55,Ghetto Seria ,IE,IE,2013,m,Boherna On Air,Miss Pebbles,13,40,32%,13,5,2,268 m,http://www.greyhound-data.com/d?i=2097899
2015,59,Old Time Melody ,IE,IE,2013,m,Crash *,Mystic Mega,13,43,30%,13,15,5,500 m,http://www.greyhound-data.com/d?i=2089914
2015,63,Glenside Line ,UK,UK,2013,f,Hondo Black *,Skyline Amber,13,47,27%,13,1,11,490 m,http://www.greyhound-data.com/d?i=2092785
2015,66,Direwolf ,IU,UK,2013,m,Scolari Me Daddy,Rince Maeve,13,49,26%,13,11,14,398 m,http://www.greyhound-data.com/d?i=2099044
2015,68,Miss Dallas ,UK,UK,2013,f,Razldazl Jayfkay,Ambience,13,49,26%,13,4,9,521 m,http://www.greyhound-data.com/d?i=2061038
2015,71,Ide Luka ,UK,UK,2013,m,Solve the Puzzle,Miss Chil,13,51,25%,13,7,8,479 m,http://www.greyhound-data.com/d?i=2099250
2015,73,Jesters Bob ,IU,UK,2013,m,Jesters Nap,Leaha Pearl,13,55,23%,13,10,12,415 m,http://www.greyhound-data.com/d?i=2083637
2015,75,Tracys Pearl ,IU,UK,2013,f,Jesters Nap,Leaha Pearl,13,57,22%,13,13,13,415 m,http://www.greyhound-data.com/d?i=2106406
2015,76,Kennedy Flair ,UK,UK,2013,m,Razldazl Jayfkay,Ambience,13,61,21%,13,14,8,400 m,http://www.greyhound-data.com/d?i=2054653
2015,80,Toottoottootsie ,IE,UK,2013,f,Tyrur Sugar Ray,Tyrur Mozzletoff,12,28,42%,12,4,3,559 m,http://www.greyhound-data.com/d?i=2040655
2015,84,Vicarage Duchess ,IU,UK,2013,f,Kinloch Brae *,Zoos Saxobeat,12,37,32%,12,7,3,375 m,http://www.greyhound-data.com/d?i=2117897
2015,94,My Hero ,UK,UK,2013,f,Droopys Kewell,Christys Bell,12,46,26%,12,7,7,426 m,http://www.greyhound-data.com/d?i=2064421
2015,97,Blue Knows Best ,UK,UK,2013,m,Droopys Scolari,Lady Legacy,12,48,25%,12,7,7,470 m,http://www.greyhound-data.com/d?i=2088149
2015,23,You Never Listen ,IU,,2012,f,Makeshift,Swift Erin,14,25,56%,14,3,4,398 m,http://www.greyhound-data.com/d?i=2033684
2015,33,Offshore Cruise ,IE,,2011,m,Hondo Black *,Judicial Choice,14,55,25%,14,8,9,480 m,http://www.greyhound-data.com/d?i=1903992
2015,91,Freedom Monica ,IE,,2013,f,Vans Escalade *,Freedom State,12,42,28%,12,9,0,480 m,http://www.greyhound-data.com/d?i=2110346
2015,92,Near the Bowery ,IE,,2012,m,Head Bound,Reata Style,12,43,27%,12,6,1,393 m,http://www.greyhound-data.com/d?i=2021466
2016,3,Walshes Hill ,IE,UK,2012,m,Zero Ten,Incredible Lulu,19,22,86%,19,2,0,275 m,http://www.greyhound-data.com/d?i=2047161
2016,7,Domino Storm ,IE,UK,2012,f,Makeshift,Swift Erin,17,27,62%,17,3,3,484 m,http://www.greyhound-data.com/d?i=1994673
2016,8,Evanta Fantasy ,IE,UK,2012,f,Vans Escalade *,Zaras Fantasy,17,38,44%,17,7,4,390 m,http://www.greyhound-data.com/d?i=2043080
2016,36,Newinn Smash ,IU,UK,2012,m,Crash *,Little Flutter,14,31,45%,14,6,4,354 m,http://www.greyhound-data.com/d?i=2040431
2016,39,Billys Bullet ,IU,UK,2012,m,Ace Hi Rumble *,Droopys Start,14,39,35%,14,10,9,681 m,http://www.greyhound-data.com/d?i=2049891
2016,46,Sleepy Feed ,IE,IE,2012,m,Droopys Maldini,Fridays Pearl,14,52,26%,14,14,6,462 m,http://www.greyhound-data.com/d?i=2036763
2016,49,Blackthorn Brae ,IE,IE,2012,m,Kinloch Brae *,Rafa Baby,14,58,24%,14,12,12,400 m,http://www.greyhound-data.com/d?i=2038046
2016,53,Fivestar Clipper ,IE,IE,2012,m,Hondo Black *,Lively Clipper,13,24,54%,13,2,2,575 m,http://www.greyhound-data.com/d?i=2011850
2016,54,Swift Europe ,UK,UK,2012,m,Makeshift,Swift Fanta,13,26,50%,13,4,5,509 m,http://www.greyhound-data.com/d?i=2044164
